id,title,field_model,field_resource_type,field_display_hints,field_member_of,field_edtf_date_created,field_subject,field_rights,field_description_long,file,field_related_item_boolean,field_related_item_type,field_related_item_title,field_identifier,field_linked_agent
102,Bridge over Yellow Breeches Creek,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Yellow Breeches Creek near New Cumberland at Spangler's Mill which was a county-line bridge between Cumberland and York counties, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_184.jpg,1,host,MS 80 Nelson F. Davis Collection,3955677,relators:pht:472^|.|^relators:pbl:471
103,Bridge over Yellow Breeches Creek,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>A county-line bridge over Yellow Breeches Creek near Bowmansdale spanning Cumberland and York counties, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_185.jpg,1,host,MS 80 Nelson F. Davis Collection,3955678,relators:pht:472^|.|^relators:pbl:471
104,Grantham Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Line bridge at Grantham, Pennsylvania railroad station. The view is from the York County side of the bridge over Yellow Breeches Creek. Cumberland County, Pennsylvania, is to the far end of the bridge. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_186.jpg,1,host,MS 80 Nelson F. Davis Collection,3955679,relators:pht:472^|.|^relators:pbl:471
105,Bridge over Yellow Breeches Creek,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Cumberland County end of the county-line bridge over Yellow Breeches Creek at William's Grove Park looking toward York County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_187.jpg,1,host,MS 80 Nelson F. Davis Collection,3955680,relators:pht:472^|.|^relators:pbl:471
106,Thompson's Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Thompson's Bridge over Conodoguinet Creek near Newville, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_188.jpg,1,host,MS 80 Nelson F. Davis Collection,3955681,relators:pht:472^|.|^relators:pbl:471
107,Bowman's Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bowman's Bridge over Conodoguinet Creek 3 miles east of Newville, Cumberland County, Pennsylvania, which is a single span rainbow arch bridge that is 60 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_189.jpg,1,host,MS 80 Nelson F. Davis Collection,3955682,relators:pht:472^|.|^relators:pbl:471
108,Bridge over Conodoguinet Creek,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Conodoguinet Creek between Bowman's Bridge and Heishman's Bridge, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_190.jpg,1,host,MS 80 Nelson F. Davis Collection,3955683,relators:pht:472^|.|^relators:pbl:471
109,Heishman's Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Heishman's Bridge over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_191.jpg,1,host,MS 80 Nelson F. Davis Collection,3955684,relators:pht:472^|.|^relators:pbl:471
110,Bergner's Mill Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bergner's Mill Bridge over Conodoguinet Creek in Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_192.jpg,1,host,MS 80 Nelson F. Davis Collection,3955685,relators:pht:472^|.|^relators:pbl:471
111,Bridge at Meadow Brook Park,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge at Meadow Brook Pennsylvania over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_193.jpg,1,host,MS 80 Nelson F. Davis Collection,3955686,relators:pht:472^|.|^relators:pbl:471
112,Bridge at McClure's Gap,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge at McClure's Gap over Conodoguinet Creek, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_194.jpg,1,host,MS 80 Nelson F. Davis Collection,3955687,relators:pht:472^|.|^relators:pbl:471
113,Wagner's Gap Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Wagner's Gap Bridge over Conodoguinet Creek. Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_195.jpg,1,host,MS 80 Nelson F. Davis Collection,3955688,relators:pht:472^|.|^relators:pbl:471
114,Water House Bridge,Image,Still Image,Open Seadragon,2083,10/11/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Water House Bridge over Conodguinet Creek near Carlisle, Cumberland County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_196.jpg,1,host,MS 80 Nelson F. Davis Collection,3955689,relators:pht:472^|.|^relators:pbl:471
115,Pine Swamp Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Pine Swamp Bridge over Middle Creek near Benfer, Snyder County, Pennsylvania. Erected in 1833 of hand-hewn timbers.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_102.jpg,1,host,MS 80 Nelson F. Davis Collection,3955595,relators:pht:472^|.|^relators:pbl:471
116,Pine Swamp Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Pine Swamp Bridge over Middle Creek near Benfer, Snyder County, Pennsylvania. Erected in 1833 of hand-hewn timbers.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_103.jpg,1,host,MS 80 Nelson F. Davis Collection,3955596,relators:pht:472^|.|^relators:pbl:471
117,Ocker's Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Ocker's Bridge over Middle Creek near Benfer, Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_104.jpg,1,host,MS 80 Nelson F. Davis Collection,3955597,relators:pht:472^|.|^relators:pbl:471
118,Ocker's Bridge,Image,Still Image,Open Seadragon,2083,8/3/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Ocker's Bridge over Middle Creek near Benfer, Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_105.jpg,1,host,MS 80 Nelson F. Davis Collection,3955598,relators:pht:472^|.|^relators:pbl:471
119,Joint Counties Bridge,Image,Still Image,Open Seadragon,2083,8/12/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to the Joint Counties Bridge over the Mahantango Creek on the county line between Juniata and Snyder Counties, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_106.jpg,1,host,MS 80 Nelson F. Davis Collection,3955599,relators:pht:472^|.|^relators:pbl:471
120,Brubaker's Bridge,Image,Still Image,Open Seadragon,2083,8/12/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Brubaker's Bridge over Mahantango Creek on the county line between Juniata and Snyder Counties, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_107.jpg,1,host,MS 80 Nelson F. Davis Collection,3955600,relators:pht:472^|.|^relators:pbl:471
121,Aline Bridge,Image,Still Image,Open Seadragon,2083,8/12/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Aline Bridge over Mahantango Creek in Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_108.jpg,1,host,MS 80 Nelson F. Davis Collection,3955601,relators:pht:472^|.|^relators:pbl:471
122,Bridge over Mahantango Creek,Image,Still Image,Open Seadragon,2083,8/12/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to bridge over Mahantango Creek near Aline, Snyder County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_109.jpg,1,host,MS 80 Nelson F. Davis Collection,3955602,relators:pht:472^|.|^relators:pbl:471
123,Columbia County Bridge 127,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Columbia Country Bridge over Pine Creek, Columbia County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_110.jpg,1,host,MS 80 Nelson F. Davis Collection,3955603,relators:pht:472^|.|^relators:pbl:471
124,Columbia County Bridge 127,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Columbia County Bridge 127 over Pine Creek.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_111.jpg,1,host,MS 80 Nelson F. Davis Collection,3955604,relators:pht:472^|.|^relators:pbl:471
125,Double Bridges,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of Double Bridges over Huntingdon Creek, Columbia County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_112.jpg,1,host,MS 80 Nelson F. Davis Collection,3955605,relators:pht:472^|.|^relators:pbl:471
126,Double Bridges,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Double Bridges over Huntingdon Creek, Columbia County, Pennsylvania. Mailboxes for rural delivery are fastened to strut.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_113.jpg,1,host,MS 80 Nelson F. Davis Collection,3955606,relators:pht:472^|.|^relators:pbl:471
127,Bridge over Pine Creek,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of bridge over Pine Creek at its confluence with Huntingdon Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_114.jpg,1,host,MS 80 Nelson F. Davis Collection,3955607,relators:pht:472^|.|^relators:pbl:471
128,Hess Bridge,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of Hess Bridge over the Huntingdon Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_115.jpg,1,host,MS 80 Nelson F. Davis Collection,3955608,relators:pht:472^|.|^relators:pbl:471
129,Jonestown Bridge,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of Jonestown Bridge over Huntingdon Creek at Jonestown, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_116.jpg,1,host,MS 80 Nelson F. Davis Collection,3955609,relators:pht:472^|.|^relators:pbl:471
130,Bridge over Fishing Creek,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of the bridge at Forks over Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_117.jpg,1,host,MS 80 Nelson F. Davis Collection,3955610,relators:pht:472^|.|^relators:pbl:471
131,Zaner's Bridge,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Zaner's Bridge over Fishing Creek, Columbia County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_118.jpg,1,host,MS 80 Nelson F. Davis Collection,3955611,relators:pht:472^|.|^relators:pbl:471
132,Zaner's Bridge,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Approach to Zaner's Bridge over Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_119.jpg,1,host,MS 80 Nelson F. Davis Collection,3955612,relators:pht:472^|.|^relators:pbl:471
133,Zaner's Bridge,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Zaner's Bridge over Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_120.jpg,1,host,MS 80 Nelson F. Davis Collection,3955613,relators:pht:472^|.|^relators:pbl:471
134,County Bridge 134,Image,Still Image,Open Seadragon,2083,8/15/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of County Bridge 134 over Fishing Creek near the school house at Stillwater, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_121.jpg,1,host,MS 80 Nelson F. Davis Collection,3955614,relators:pht:472^|.|^relators:pbl:471
135,Columbia County Bridge 43,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 43 over West Creek near Benton, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_122.jpg,1,host,MS 80 Nelson F. Davis Collection,3955615,relators:pht:472^|.|^relators:pbl:471
136,Bridge over West Creek,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of bridge over West Creek west of Benton, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_123.jpg,1,host,MS 80 Nelson F. Davis Collection,3955616,relators:pht:472^|.|^relators:pbl:471
137,Columbia County Bridge 95,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 95 near the headwaters of Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_124.jpg,1,host,MS 80 Nelson F. Davis Collection,3955617,relators:pht:472^|.|^relators:pbl:471
138,Greenly's Bridge,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Greenly's Bridge, Columbia County Bridge 90, over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_125.jpg,1,host,MS 80 Nelson F. Davis Collection,3955618,relators:pht:472^|.|^relators:pbl:471
139,Sereno Bridge,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Sereno Bridge over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_126.jpg,1,host,MS 80 Nelson F. Davis Collection,3955619,relators:pht:472^|.|^relators:pbl:471
140,Columbia County Bridge 92,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 92 over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_127.jpg,1,host,MS 80 Nelson F. Davis Collection,3955620,relators:pht:472^|.|^relators:pbl:471
141,Columbia County Bridge 92,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Columbia County Bridge 92 over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_128.jpg,1,host,MS 80 Nelson F. Davis Collection,3955621,relators:pht:472^|.|^relators:pbl:471
142,Columbia County Bridge 94,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 94 over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_129.jpg,1,host,MS 80 Nelson F. Davis Collection,3955622,relators:pht:472^|.|^relators:pbl:471
143,Lower Iola Bridge,Image,Still Image,Open Seadragon,2083,8/17/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Lower Iola Bridge over Little Fishing Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_130.jpg,1,host,MS 80 Nelson F. Davis Collection,3955623,relators:pht:472^|.|^relators:pbl:471
144,Columbia County Bridge 56,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 56 over Little Fishing Creek at Rupert near Bloomsburg, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_131.jpg,1,host,MS 80 Nelson F. Davis Collection,3955624,relators:pht:472^|.|^relators:pbl:471
145,Hollingshead Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Hollingshead Bridge, also known as Columbia County Bridge 40, over Catawissa Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_132.jpg,1,host,MS 80 Nelson F. Davis Collection,3955625,relators:pht:472^|.|^relators:pbl:471
146,Mainville Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Mainville Bridge, also known as Columbia County Bridge 41, over Catawissa Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_133.jpg,1,host,MS 80 Nelson F. Davis Collection,3955626,relators:pht:472^|.|^relators:pbl:471
147,Moser's Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Moser's Bridge over the Catawissa Creek near Zion's Grove Post Office in Schuylkill County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_134.jpg,1,host,MS 80 Nelson F. Davis Collection,3955627,relators:pht:472^|.|^relators:pbl:471
148,Columbia County Bridge 5,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of Columbia County Bridge 5 over Roaring Creek near Catawissa, Columbia County, Pennsylvania. Located on the county line of Montour and Columbia counties.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_135.jpg,1,host,MS 80 Nelson F. Davis Collection,3955628,relators:pht:472^|.|^relators:pbl:471
149,Knoebel's Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Knoebel's Bridge at Knoebel's Amusement Resort over Roaring Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_136.jpg,1,host,MS 80 Nelson F. Davis Collection,3955629,relators:pht:472^|.|^relators:pbl:471
150,Rohrback's Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Rohrback's Bridge, also known as Columbia County 24, over Roaring Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_137.jpg,1,host,MS 80 Nelson F. Davis Collection,3955630,relators:pht:472^|.|^relators:pbl:471
151,Columbia County Bridge 31,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Columbia County Bridge 31 over Roaring Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_138.jpg,1,host,MS 80 Nelson F. Davis Collection,3955631,relators:pht:472^|.|^relators:pbl:471
152,Reeder's Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Entrance to Reeder's Bridge, also known as Columbia County Bridge 25, over Roaring Creek, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_139.jpg,1,host,MS 80 Nelson F. Davis Collection,3955632,relators:pht:472^|.|^relators:pbl:471
153,Krigbaum's Bridge,Image,Still Image,Open Seadragon,2083,8/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Krigbaum's Bridge over Roaring Creek. This is a county-line bridge between Columbia and Northumberland Counties. The entrance view is that of Northumberland County.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_140.jpg,1,host,MS 80 Nelson F. Davis Collection,3955633,relators:pht:472^|.|^relators:pbl:471
